id,score,p_yes,p_no,language,label
25903,0.03,0.03,0.97,Spanish,0
25498,0.04,0.04,0.96,Spanish,0
18076,0.02,0.02,0.98,Spanish,0
25827,0.03,0.03,0.97,Spanish,0
20770,0.02,0.02,0.98,Spanish,0
19925,0.02,0.02,0.98,Spanish,0
18000,0.02,0.02,0.98,Spanish,0
25742,0.02,0.02,0.98,Spanish,0
25432,0.02,0.02,0.98,Spanish,0
21526,0.02,0.02,0.98,Spanish,0
26299,0.93,0.93,0.07,Spanish,1
20261,0.55,0.55,0.45,Spanish,0
20890,0.03,0.03,0.97,Spanish,0
24971,0.02,0.02,0.98,Spanish,0
17287,0.02,0.02,0.98,Spanish,0
26899,0.02,0.02,0.98,Spanish,0
24311,0.02,0.02,0.98,Spanish,0
26973,0.03,0.03,0.97,Spanish,0
17549,0.02,0.02,0.98,Spanish,0
27346,0.45,0.45,0.55,Spanish,0
15577,0.9,0.9,0.1,Spanish,1
24837,0.02,0.02,0.98,Spanish,0
21956,0.02,0.02,0.98,Spanish,0
26804,0.02,0.02,0.98,Spanish,0
18798,0.9,0.9,0.1,Spanish,1
23019,0.02,0.02,0.98,Spanish,0
22948,0.02,0.02,0.98,Spanish,0
20123,0.02,0.02,0.98,Spanish,0
21366,0.04,0.04,0.96,Spanish,0
25208,0.02,0.02,0.98,Spanish,0
17685,0.02,0.02,0.98,Spanish,0
18614,0.02,0.02,0.98,Spanish,0
25967,0.02,0.02,0.98,Spanish,0
24350,0.93,0.93,0.07,Spanish,1
26108,0.02,0.02,0.98,Spanish,0
22854,0.05,0.05,0.95,Spanish,0
27226,0.02,0.02,0.98,Spanish,0
23412,0.02,0.02,0.98,Spanish,0
25791,0.02,0.02,0.98,Spanish,0
26032,0.02,0.02,0.98,Spanish,0
20267,0.02,0.02,0.98,Spanish,0
63975,0.02,0.02,0.98,English,0
63328,0.08,0.08,0.92,English,0
64387,0.02,0.02,0.98,English,0
62864,0.03,0.03,0.97,English,0
72167,0.82,0.82,0.18,English,1
63728,0.02,0.02,0.98,English,0
65350,0.03,0.03,0.97,English,0
71492,0.05,0.05,0.95,English,0
69942,0.02,0.02,0.98,English,0
67324,0.02,0.02,0.98,English,0
73997,0.04,0.04,0.96,English,0
66597,0.02,0.02,0.98,English,0
72132,0.02,0.02,0.98,English,0
73917,0.03,0.03,0.97,English,0
70633,0.05,0.05,0.95,English,0
72204,0.02,0.02,0.98,English,0
61720,0.02,0.02,0.98,English,0
73163,0.02,0.02,0.98,English,0
60732,0.05,0.05,0.95,English,0
69085,0.55,0.55,0.45,English,0
60173,0.03,0.03,0.97,English,0
65042,0.12,0.12,0.88,English,1
61320,0.02,0.02,0.98,English,0
64629,0.02,0.02,0.98,English,0
64649,0.75,0.75,0.25,English,1
64861,0.02,0.02,0.98,English,0
60590,0.05,0.05,0.95,English,0
70236,0.02,0.02,0.98,English,0
68570,0.02,0.02,0.98,English,0
67824,0.06,0.06,0.94,English,0
71753,0.04,0.04,0.96,English,0
65380,0.05,0.05,0.95,English,0
74618,0.03,0.03,0.97,English,0
68303,0.02,0.02,0.98,English,0
72114,0.78,0.78,0.22,English,1
67912,0.05,0.05,0.95,English,0
70086,0.03,0.03,0.97,English,0
63295,0.03,0.03,0.97,English,0
63375,0.02,0.02,0.98,English,0
63421,0.03,0.03,0.97,English,0
70421,0.08,0.08,0.92,English,1
63955,0.08,0.08,0.92,English,0
63341,0.06,0.06,0.94,English,0
68589,0.06,0.06,0.94,English,0
66162,0.02,0.02,0.98,English,0
73779,0.02,0.02,0.98,English,0
60744,0.03,0.03,0.97,English,0
72502,0.03,0.03,0.97,English,0
66695,0.03,0.03,0.97,English,0
70199,0.03,0.03,0.97,English,0
73252,0.15,0.15,0.85,English,0
65012,0.02,0.02,0.98,English,0
60059,0.02,0.02,0.98,English,0
68209,0.02,0.02,0.98,English,0
63678,0.02,0.02,0.98,English,0
69838,0.02,0.02,0.98,English,0
69980,0.06,0.06,0.94,English,0
66621,0.02,0.02,0.98,English,0
62485,0.15,0.15,0.85,English,1
70903,0.02,0.02,0.98,English,0
70498,0.02,0.02,0.98,English,0
63076,0.05,0.05,0.95,English,0
70827,0.05,0.05,0.95,English,0
65770,0.05,0.05,0.95,English,0
64925,0.02,0.02,0.98,English,0
63000,0.04,0.04,0.96,English,0
70742,0.05,0.05,0.95,English,0
70432,0.08,0.08,0.92,English,0
66526,0.02,0.02,0.98,English,0
71299,0.03,0.03,0.97,English,0
65261,0.02,0.02,0.98,English,0
65890,0.06,0.06,0.94,English,0
69971,0.02,0.02,0.98,English,0
62287,0.02,0.02,0.98,English,0
71899,0.02,0.02,0.98,English,0
69311,0.05,0.05,0.95,English,0
71973,0.05,0.05,0.95,English,0
62549,0.03,0.03,0.97,English,0
72346,0.02,0.02,0.98,English,0
60577,0.02,0.02,0.98,English,0
69837,0.03,0.03,0.97,English,0
66956,0.02,0.02,0.98,English,0
71804,0.02,0.02,0.98,English,0
63798,0.03,0.03,0.97,English,0
68019,0.02,0.02,0.98,English,0
67948,0.02,0.02,0.98,English,0
65123,0.02,0.02,0.98,English,0
66366,0.02,0.02,0.98,English,0
70208,0.12,0.12,0.88,English,0
62685,0.02,0.02,0.98,English,0
63614,0.9,0.9,0.1,English,1
70967,0.92,0.92,0.08,English,1
69350,0.05,0.05,0.95,English,0
71108,0.02,0.02,0.98,English,0
67854,0.02,0.02,0.98,English,0
72226,0.02,0.02,0.98,English,0
68412,0.02,0.02,0.98,English,0
70791,0.02,0.02,0.98,English,0
71032,0.04,0.04,0.96,English,0
65267,0.02,0.02,0.98,English,0
96820,0.03,0.03,0.97,Dutch,0
95023,0.72,0.72,0.28,Dutch,0
99123,0.92,0.92,0.08,Dutch,1
100056,0.02,0.02,0.98,Dutch,0
99955,0.02,0.02,0.98,Dutch,0
103317,0.02,0.02,0.98,Dutch,0
91624,0.93,0.93,0.07,Dutch,1
98683,0.02,0.02,0.98,Dutch,0
96904,0.15,0.15,0.85,Dutch,0
99403,0.03,0.03,0.97,Dutch,0
100840,0.02,0.02,0.98,Dutch,0
93479,0.04,0.04,0.96,Dutch,0
93508,0.93,0.93,0.07,Dutch,1
98679,0.05,0.05,0.95,Dutch,0
100976,0.02,0.02,0.98,Dutch,0
103435,0.02,0.02,0.98,Dutch,0
98300,0.88,0.88,0.12,Dutch,1
96180,0.02,0.02,0.98,Dutch,0
92813,0.02,0.02,0.98,Dutch,0
91226,0.55,0.55,0.45,Dutch,0
90050,0.02,0.02,0.98,Dutch,0
98161,0.78,0.78,0.22,Dutch,1
101673,0.02,0.02,0.98,Dutch,0
96843,0.02,0.02,0.98,Dutch,0
95414,0.02,0.02,0.98,Dutch,0
94359,0.9,0.9,0.1,Dutch,0
96826,0.02,0.02,0.98,Dutch,0
99953,0.3,0.3,0.7,Dutch,0
95333,0.02,0.02,0.98,Dutch,0
96798,0.03,0.03,0.97,Dutch,0
93467,0.02,0.02,0.98,Dutch,0
93248,0.02,0.02,0.98,Dutch,0
104364,0.02,0.02,0.98,Dutch,0
102407,0.05,0.05,0.95,Dutch,0
91748,0.02,0.02,0.98,Dutch,0
102051,0.02,0.02,0.98,Dutch,0
97363,0.02,0.02,0.98,Dutch,0
94965,0.02,0.02,0.98,Dutch,0
96311,0.2,0.2,0.8,Dutch,0
92818,0.02,0.02,0.98,Dutch,0
94436,0.4,0.4,0.6,Dutch,0
98093,0.05,0.05,0.95,Dutch,0
92807,0.03,0.03,0.97,Dutch,0
90396,0.02,0.02,0.98,Dutch,0
93069,0.03,0.03,0.97,Dutch,0
103271,0.65,0.65,0.35,Dutch,0
91965,0.02,0.02,0.98,Dutch,0
94329,0.03,0.03,0.97,Dutch,0
102266,0.02,0.02,0.98,Dutch,0
101861,0.02,0.02,0.98,Dutch,0
91705,0.02,0.02,0.98,Dutch,0
104528,0.02,0.02,0.98,Dutch,0
104032,0.3,0.3,0.7,Dutch,0
98406,0.02,0.02,0.98,Dutch,0
98813,0.03,0.03,0.97,Dutch,0
92455,0.02,0.02,0.98,Dutch,0
103753,0.05,0.05,0.95,Dutch,0
97879,0.02,0.02,0.98,Dutch,0
96350,0.02,0.02,0.98,Dutch,0
103066,0.2,0.2,0.8,Dutch,0
98440,0.04,0.04,0.96,Dutch,0
96700,0.55,0.55,0.45,Dutch,0
90210,0.02,0.02,0.98,Dutch,0
102475,0.03,0.03,0.97,Dutch,0
91369,0.72,0.72,0.28,Dutch,0
97309,0.7,0.7,0.3,Dutch,0
92948,0.03,0.03,0.97,Dutch,0
97149,0.02,0.02,0.98,Dutch,0
101219,0.02,0.02,0.98,Dutch,0
95790,0.82,0.82,0.18,Dutch,1
99090,0.02,0.02,0.98,Dutch,0
98279,0.78,0.78,0.22,Dutch,0
97307,0.02,0.02,0.98,Dutch,0
97532,0.02,0.02,0.98,Dutch,0
104759,0.02,0.02,0.98,Dutch,0
97100,0.02,0.02,0.98,Dutch,0
96685,0.02,0.02,0.98,Dutch,0
102730,0.2,0.2,0.8,Dutch,0
91883,0.02,0.02,0.98,Dutch,0
103945,0.02,0.02,0.98,Dutch,0
94884,0.02,0.02,0.98,Dutch,0
92154,0.02,0.02,0.98,Dutch,0
97089,0.02,0.02,0.98,Dutch,0
90694,0.02,0.02,0.98,Dutch,0
92564,0.02,0.02,0.98,Dutch,0
95848,0.08,0.08,0.92,Dutch,0
101726,0.02,0.02,0.98,Dutch,0
97598,0.02,0.02,0.98,Dutch,0
90051,0.82,0.82,0.18,Dutch,0
99384,0.02,0.02,0.98,Dutch,0
92108,0.95,0.95,0.05,Dutch,1
97907,0.02,0.02,0.98,Dutch,0
95277,0.02,0.02,0.98,Dutch,0
102053,0.02,0.02,0.98,Dutch,0
103604,0.02,0.02,0.98,Dutch,0
100242,0.02,0.02,0.98,Dutch,0
104469,0.03,0.03,0.97,Dutch,0
104569,0.02,0.02,0.98,Dutch,0
90745,0.72,0.72,0.28,Dutch,0
96400,0.02,0.02,0.98,Dutch,0
81820,0.55,0.55,0.45,Dutch,0
80023,0.02,0.02,0.98,Dutch,0
84123,0.03,0.03,0.97,Dutch,0
85056,0.03,0.03,0.97,Dutch,0
84955,0.02,0.02,0.98,Dutch,0
88317,0.05,0.05,0.95,Dutch,0
76624,0.01,0.01,0.99,Dutch,0
83683,0.02,0.02,0.98,Dutch,0
81904,0.02,0.02,0.98,Dutch,0
84403,0.15,0.15,0.85,Dutch,0
85840,0.03,0.03,0.97,Dutch,0
78479,0.02,0.02,0.98,Dutch,0
78508,0.01,0.01,0.99,Dutch,0
83679,0.02,0.02,0.98,Dutch,0
85976,0.02,0.02,0.98,Dutch,0
88435,0.03,0.03,0.97,Dutch,0
83300,0.2,0.2,0.8,Dutch,0
81180,0.05,0.05,0.95,Dutch,0
77813,0.85,0.85,0.15,Dutch,1
76226,0.01,0.01,0.99,Dutch,0
75050,0.95,0.95,0.05,Dutch,1
83161,0.92,0.92,0.08,Dutch,1
86673,0.01,0.01,0.99,Dutch,0
81843,0.02,0.02,0.98,Dutch,0
80414,0.02,0.02,0.98,Dutch,0
79359,0.01,0.01,0.99,Dutch,0
81826,0.08,0.08,0.92,Dutch,0
84953,0.01,0.01,0.99,Dutch,0
80333,0.01,0.01,0.99,Dutch,0
81798,0.01,0.01,0.99,Dutch,0
78467,0.02,0.02,0.98,Dutch,0
78248,0.01,0.01,0.99,Dutch,0
89364,0.01,0.01,0.99,Dutch,0
87407,0.05,0.05,0.95,Dutch,0
76748,0.01,0.01,0.99,Dutch,0
87051,0.02,0.02,0.98,Dutch,0
82363,0.95,0.95,0.05,Dutch,1
79965,0.01,0.01,0.99,Dutch,0
81311,0.02,0.02,0.98,Dutch,0
77818,0.01,0.01,0.99,Dutch,0
79436,0.01,0.01,0.99,Dutch,0
83093,0.01,0.01,0.99,Dutch,0
77807,0.01,0.01,0.99,Dutch,0
75396,0.02,0.02,0.98,Dutch,0
78069,0.1,0.1,0.9,Dutch,0
88271,0.01,0.01,0.99,Dutch,0
76965,0.15,0.15,0.85,Dutch,0
79329,0.03,0.03,0.97,Dutch,0
87266,0.02,0.02,0.98,Dutch,0
86861,0.01,0.01,0.99,Dutch,0
76705,0.92,0.92,0.08,Dutch,1
89528,0.02,0.02,0.98,Dutch,0
89032,0.01,0.01,0.99,Dutch,0
83406,0.1,0.1,0.9,Dutch,0
83813,0.02,0.02,0.98,Dutch,0
77455,0.01,0.01,0.99,Dutch,0
88753,0.75,0.75,0.25,Dutch,0
82879,0.01,0.01,0.99,Dutch,0
81350,0.02,0.02,0.98,Dutch,0
88066,0.02,0.02,0.98,Dutch,0
83440,0.92,0.92,0.08,Dutch,1
81700,0.8,0.8,0.2,Dutch,0
75210,0.88,0.88,0.12,Dutch,1
87475,0.01,0.01,0.99,Dutch,0
76369,0.02,0.02,0.98,Dutch,0
82309,0.05,0.05,0.95,Dutch,0
77948,0.02,0.02,0.98,Dutch,0
82149,0.02,0.02,0.98,Dutch,0
86219,0.01,0.01,0.99,Dutch,0
80790,0.88,0.88,0.12,Dutch,1
84090,0.02,0.02,0.98,Dutch,0
83279,0.92,0.92,0.08,Dutch,1
82307,0.02,0.02,0.98,Dutch,0
82532,0.01,0.01,0.99,Dutch,0
89759,0.03,0.03,0.97,Dutch,0
82100,0.01,0.01,0.99,Dutch,0
81685,0.01,0.01,0.99,Dutch,0
87730,0.01,0.01,0.99,Dutch,0
76883,0.15,0.15,0.85,Dutch,0
88945,0.03,0.03,0.97,Dutch,0
79884,0.3,0.3,0.7,Dutch,0
77154,0.02,0.02,0.98,Dutch,0
82089,0.1,0.1,0.9,Dutch,0
75694,0.01,0.01,0.99,Dutch,0
77564,0.01,0.01,0.99,Dutch,0
80848,0.01,0.01,0.99,Dutch,0
86726,0.01,0.01,0.99,Dutch,0
82598,0.03,0.03,0.97,Dutch,0
75051,0.02,0.02,0.98,Dutch,0
84384,0.01,0.01,0.99,Dutch,0
77108,0.01,0.01,0.99,Dutch,0
82907,0.01,0.01,0.99,Dutch,0
80277,0.02,0.02,0.98,Dutch,0
87053,0.01,0.01,0.99,Dutch,0
88604,0.01,0.01,0.99,Dutch,0
85242,0.02,0.02,0.98,Dutch,0
89469,0.03,0.03,0.97,Dutch,0
89569,0.01,0.01,0.99,Dutch,0
75745,0.01,0.01,0.99,Dutch,0
81400,0.03,0.03,0.97,Dutch,0
6820,0.05,0.05,0.95,Danish,0
5023,0.1,0.1,0.9,Danish,0
9123,0.02,0.02,0.98,Danish,0
10056,0.03,0.03,0.97,Danish,0
9955,0.02,0.02,0.98,Danish,0
13317,0.02,0.02,0.98,Danish,0
1624,0.02,0.02,0.98,Danish,0
8683,0.02,0.02,0.98,Danish,0
6904,0.03,0.03,0.97,Danish,0
9403,0.03,0.03,0.97,Danish,0
10840,0.25,0.25,0.75,Danish,0
3479,0.03,0.03,0.97,Danish,0
3508,0.95,0.95,0.05,Danish,1
8679,0.02,0.02,0.98,Danish,0
10976,0.02,0.02,0.98,Danish,0
13435,0.02,0.02,0.98,Danish,0
8300,0.02,0.02,0.98,Danish,0
6180,0.02,0.02,0.98,Danish,0
2813,0.05,0.05,0.95,Danish,0
1226,0.02,0.02,0.98,Danish,0
50,0.02,0.02,0.98,Danish,0
8161,0.05,0.05,0.95,Danish,0
11673,0.02,0.02,0.98,Danish,0
6843,0.02,0.02,0.98,Danish,0
5414,0.03,0.03,0.97,Danish,0
4359,0.02,0.02,0.98,Danish,0
6826,0.02,0.02,0.98,Danish,0
9953,0.02,0.02,0.98,Danish,0
5333,0.02,0.02,0.98,Danish,0
6798,0.02,0.02,0.98,Danish,0
3467,0.03,0.03,0.97,Danish,0
3248,0.05,0.05,0.95,Danish,0
14364,0.02,0.02,0.98,Danish,0
12407,0.02,0.02,0.98,Danish,0
1748,0.02,0.02,0.98,Danish,0
12051,0.15,0.15,0.85,Danish,0
7363,0.02,0.02,0.98,Danish,0
4965,0.02,0.02,0.98,Danish,0
6311,0.03,0.03,0.97,Danish,0
2818,0.05,0.05,0.95,Danish,0
4436,0.02,0.02,0.98,Danish,0
8093,0.02,0.02,0.98,Danish,0
2807,0.02,0.02,0.98,Danish,0
396,0.02,0.02,0.98,Danish,0
3069,0.02,0.02,0.98,Danish,0
13271,0.05,0.05,0.95,Danish,0
1965,0.05,0.05,0.95,Danish,0
4329,0.02,0.02,0.98,Danish,0
12266,0.02,0.02,0.98,Danish,0
11861,0.02,0.02,0.98,Danish,0
1705,0.02,0.02,0.98,Danish,0
14528,0.02,0.02,0.98,Danish,0
14032,0.02,0.02,0.98,Danish,0
8406,0.02,0.02,0.98,Danish,0
8813,0.02,0.02,0.98,Danish,0
2455,0.02,0.02,0.98,Danish,0
13753,0.02,0.02,0.98,Danish,0
7879,0.45,0.45,0.55,Danish,1
6350,0.02,0.02,0.98,Danish,0
13066,0.02,0.02,0.98,Danish,0
8440,0.02,0.02,0.98,Danish,0
6700,0.02,0.02,0.98,Danish,0
210,0.02,0.02,0.98,Danish,0
12475,0.08,0.08,0.92,Danish,0
1369,0.02,0.02,0.98,Danish,0
7309,0.02,0.02,0.98,Danish,0
2948,0.02,0.02,0.98,Danish,0
7149,0.02,0.02,0.98,Danish,0
11219,0.02,0.02,0.98,Danish,0
5790,0.02,0.02,0.98,Danish,0
9090,0.02,0.02,0.98,Danish,0
8279,0.35,0.35,0.65,Danish,1
7307,0.4,0.4,0.6,Danish,1
7532,0.02,0.02,0.98,Danish,0
14759,0.08,0.08,0.92,Danish,0
7100,0.02,0.02,0.98,Danish,0
6685,0.25,0.25,0.75,Danish,0
12730,0.02,0.02,0.98,Danish,0
1883,0.02,0.02,0.98,Danish,0
13945,0.02,0.02,0.98,Danish,0
4884,0.4,0.4,0.6,Danish,0
2154,0.02,0.02,0.98,Danish,0
7089,0.02,0.02,0.98,Danish,0
694,0.05,0.05,0.95,Danish,0
2564,0.2,0.2,0.8,Danish,0
5848,0.02,0.02,0.98,Danish,0
11726,0.02,0.02,0.98,Danish,0
7598,0.02,0.02,0.98,Danish,0
51,0.03,0.03,0.97,Danish,0
9384,0.02,0.02,0.98,Danish,0
2108,0.02,0.02,0.98,Danish,0
7907,0.02,0.02,0.98,Danish,0
5277,0.03,0.03,0.97,Danish,0
12053,0.02,0.02,0.98,Danish,0
13604,0.02,0.02,0.98,Danish,0
10242,0.02,0.02,0.98,Danish,0
14469,0.85,0.85,0.15,Danish,1
14569,0.02,0.02,0.98,Danish,0
745,0.02,0.02,0.98,Danish,0
6400,0.2,0.2,0.8,Danish,0
33673,0.03,0.03,0.97,Spanish,0
59612,0.92,0.92,0.08,Spanish,1
32876,0.02,0.02,0.98,Spanish,0
49186,0.02,0.02,0.98,Spanish,0
43048,0.02,0.02,0.98,Spanish,0
49536,0.03,0.03,0.97,Spanish,0
54996,0.03,0.03,0.97,Spanish,0
40863,0.82,0.82,0.18,Spanish,0
38281,0.45,0.45,0.55,Spanish,1
41846,0.02,0.02,0.98,Spanish,0
41405,0.02,0.02,0.98,Spanish,0
59217,0.03,0.03,0.97,Spanish,0
58421,0.04,0.04,0.96,Spanish,0
37997,0.45,0.45,0.55,Spanish,1
43534,0.03,0.03,0.97,Spanish,0
48887,0.02,0.02,0.98,Spanish,0
44971,0.02,0.02,0.98,Spanish,0
33964,0.02,0.02,0.98,Spanish,0
40718,0.78,0.78,0.22,Spanish,0
57653,0.8,0.8,0.2,Spanish,0
50495,0.03,0.03,0.97,Spanish,0
45411,0.02,0.02,0.98,Spanish,0
37442,0.03,0.03,0.97,Spanish,0
33876,0.02,0.02,0.98,Spanish,0
40673,0.02,0.02,0.98,Spanish,0
36148,0.02,0.02,0.98,Spanish,0
43571,0.02,0.02,0.98,Spanish,0
59586,0.02,0.02,0.98,Spanish,0
33706,0.02,0.02,0.98,Spanish,0
52674,0.4,0.4,0.6,Spanish,1
59745,0.02,0.02,0.98,Spanish,0
49352,0.05,0.05,0.95,Spanish,0
39620,0.02,0.02,0.98,Spanish,0
37554,0.25,0.25,0.75,Spanish,0
39309,0.5,0.5,0.5,Spanish,1
53909,0.45,0.45,0.55,Spanish,0
55087,0.95,0.95,0.05,Spanish,1
37918,0.3,0.3,0.7,Spanish,0
47166,0.02,0.02,0.98,Spanish,0
35115,0.93,0.93,0.07,Spanish,1
52568,0.02,0.02,0.98,Spanish,0
39698,0.9,0.9,0.1,Spanish,1
50985,0.02,0.02,0.98,Spanish,0
58697,0.02,0.02,0.98,Spanish,0
45602,0.45,0.45,0.55,Spanish,0
51504,0.08,0.08,0.92,Spanish,0
45818,0.88,0.88,0.12,Spanish,1
40133,0.02,0.02,0.98,Spanish,0
55983,0.85,0.85,0.15,Spanish,1
36916,0.02,0.02,0.98,Spanish,0
41943,0.02,0.02,0.98,Spanish,0
51046,0.88,0.88,0.12,Spanish,1
36492,0.02,0.02,0.98,Spanish,0
54148,0.02,0.02,0.98,Spanish,0
34165,0.03,0.03,0.97,Spanish,0
35005,0.03,0.03,0.97,Spanish,0
30811,0.02,0.02,0.98,Spanish,0
50312,0.02,0.02,0.98,Spanish,0
43658,0.02,0.02,0.98,Spanish,0
48307,0.3,0.3,0.7,Spanish,0
34738,0.2,0.2,0.8,Spanish,0
37721,0.02,0.02,0.98,Spanish,0
44853,0.82,0.82,0.18,Spanish,1
59773,0.02,0.02,0.98,Spanish,0
37495,0.02,0.02,0.98,Spanish,0
58630,0.4,0.4,0.6,Spanish,1
53317,0.92,0.92,0.08,Spanish,1
34546,0.02,0.02,0.98,Spanish,0
41091,0.02,0.02,0.98,Spanish,0
47840,0.95,0.95,0.05,Spanish,1
58146,0.04,0.04,0.96,Spanish,0
31959,0.03,0.03,0.97,Spanish,0
31635,0.02,0.02,0.98,Spanish,0
31771,0.02,0.02,0.98,Spanish,0
40319,0.25,0.25,0.75,Spanish,0
30802,0.2,0.2,0.8,Spanish,0
37202,0.35,0.35,0.65,Spanish,1
39517,0.02,0.02,0.98,Spanish,0
53843,0.4,0.4,0.6,Spanish,0
56842,0.03,0.03,0.97,Spanish,0
59909,0.95,0.95,0.05,Spanish,1
48176,0.3,0.3,0.7,Spanish,0
47896,0.03,0.03,0.97,Spanish,0
43096,0.02,0.02,0.98,Spanish,0
34393,0.25,0.25,0.75,Spanish,0
43102,0.95,0.95,0.05,Spanish,1
50930,0.02,0.02,0.98,Spanish,0
54816,0.15,0.15,0.85,Spanish,0
52885,0.02,0.02,0.98,Spanish,0
35532,0.02,0.02,0.98,Spanish,0
30601,0.4,0.4,0.6,Spanish,0
32152,0.04,0.04,0.96,Spanish,0
43141,0.65,0.65,0.35,Spanish,1
48664,0.02,0.02,0.98,Spanish,0
32864,0.95,0.95,0.05,Spanish,1
40042,0.7,0.7,0.3,Spanish,1
54732,0.8,0.8,0.2,Spanish,1
49876,0.02,0.02,0.98,Spanish,0
48937,0.04,0.04,0.96,Spanish,0
46189,0.4,0.4,0.6,Spanish,1
21820,0.82,0.82,0.18,Spanish,1
20023,0.02,0.02,0.98,Spanish,0
24123,0.03,0.03,0.97,Spanish,0
25056,0.03,0.03,0.97,Spanish,0
24955,0.03,0.03,0.97,Spanish,0
28317,0.02,0.02,0.98,Spanish,0
16624,0.03,0.03,0.97,Spanish,0
23683,0.05,0.05,0.95,Spanish,0
21904,0.02,0.02,0.98,Spanish,0
24403,0.95,0.95,0.05,Spanish,1
25840,0.03,0.03,0.97,Spanish,0
18479,0.02,0.02,0.98,Spanish,0
18508,0.04,0.04,0.96,Spanish,0
23679,0.02,0.02,0.98,Spanish,0
25976,0.92,0.92,0.08,Spanish,1
28435,0.02,0.02,0.98,Spanish,0
23300,0.03,0.03,0.97,Spanish,0
21180,0.12,0.12,0.88,Spanish,0
17813,0.03,0.03,0.97,Spanish,0
16226,0.25,0.25,0.75,Spanish,0
15050,0.02,0.02,0.98,Spanish,0
23161,0.03,0.03,0.97,Spanish,0
26673,0.02,0.02,0.98,Spanish,0
21843,0.02,0.02,0.98,Spanish,0
20414,0.06,0.06,0.94,Spanish,0
19359,0.02,0.02,0.98,Spanish,0
21826,0.03,0.03,0.97,Spanish,0
24953,0.55,0.55,0.45,Spanish,1
20333,0.35,0.35,0.65,Spanish,0
21798,0.93,0.93,0.07,Spanish,1
18467,0.02,0.02,0.98,Spanish,0
18248,0.25,0.25,0.75,Spanish,0
29364,0.05,0.05,0.95,Spanish,0
27407,0.02,0.02,0.98,Spanish,0
16748,0.03,0.03,0.97,Spanish,0
27051,0.02,0.02,0.98,Spanish,0
22363,0.03,0.03,0.97,Spanish,0
19965,0.02,0.02,0.98,Spanish,0
21311,0.02,0.02,0.98,Spanish,0
17818,0.02,0.02,0.98,Spanish,0
19436,0.85,0.85,0.15,Spanish,1
23093,0.8,0.8,0.2,Spanish,1
17807,0.02,0.02,0.98,Spanish,0
15396,0.93,0.93,0.07,Spanish,1
18069,0.88,0.88,0.12,Spanish,1
28271,0.02,0.02,0.98,Spanish,0
16965,0.03,0.03,0.97,Spanish,0
19329,0.15,0.15,0.85,Spanish,0
27266,0.04,0.04,0.96,Spanish,0
26861,0.45,0.45,0.55,Spanish,0
16705,0.04,0.04,0.96,Spanish,0
29528,0.03,0.03,0.97,Spanish,0
29032,0.02,0.02,0.98,Spanish,0
23406,0.02,0.02,0.98,Spanish,0
23813,0.08,0.08,0.92,Spanish,0
17455,0.03,0.03,0.97,Spanish,0
28753,0.02,0.02,0.98,Spanish,0
22879,0.02,0.02,0.98,Spanish,0
21350,0.02,0.02,0.98,Spanish,0
28066,0.02,0.02,0.98,Spanish,0
23440,0.02,0.02,0.98,Spanish,0
21700,0.02,0.02,0.98,Spanish,0
15210,0.03,0.03,0.97,Spanish,0
27475,0.03,0.03,0.97,Spanish,0
16369,0.02,0.02,0.98,Spanish,0
22309,0.82,0.82,0.18,Spanish,1
17948,0.92,0.92,0.08,Spanish,1
22149,0.02,0.02,0.98,Spanish,0
26219,0.03,0.03,0.97,Spanish,0
20790,0.8,0.8,0.2,Spanish,1
24090,0.02,0.02,0.98,Spanish,0
23279,0.02,0.02,0.98,Spanish,0
22307,0.02,0.02,0.98,Spanish,0
22532,0.03,0.03,0.97,Spanish,0
29759,0.02,0.02,0.98,Spanish,0
22100,0.03,0.03,0.97,Spanish,0
21685,0.02,0.02,0.98,Spanish,0
27730,0.04,0.04,0.96,Spanish,0
16883,0.02,0.02,0.98,Spanish,0
28945,0.03,0.03,0.97,Spanish,0
19884,0.02,0.02,0.98,Spanish,0
17154,0.7,0.7,0.3,Spanish,0
22089,0.72,0.72,0.28,Spanish,0
15694,0.02,0.02,0.98,Spanish,0
17564,0.02,0.02,0.98,Spanish,0
20848,0.02,0.02,0.98,Spanish,0
26726,0.03,0.03,0.97,Spanish,0
22598,0.02,0.02,0.98,Spanish,0
15051,0.02,0.02,0.98,Spanish,0
24384,0.02,0.02,0.98,Spanish,0
17108,0.03,0.03,0.97,Spanish,0
22907,0.88,0.88,0.12,Spanish,1
20277,0.02,0.02,0.98,Spanish,0
27053,0.1,0.1,0.9,Spanish,0
28604,0.03,0.03,0.97,Spanish,0
25242,0.02,0.02,0.98,Spanish,0
29469,0.02,0.02,0.98,Spanish,0
29569,0.02,0.02,0.98,Spanish,0
15745,0.35,0.35,0.65,Spanish,0
21400,0.02,0.02,0.98,Spanish,0
66820,0.02,0.02,0.98,English,0
65023,0.04,0.04,0.96,English,0
69123,0.03,0.03,0.97,English,0
70056,0.02,0.02,0.98,English,0
69955,0.02,0.02,0.98,English,0
73317,0.02,0.02,0.98,English,0
61624,0.08,0.08,0.92,English,0
68683,0.1,0.1,0.9,English,0
66904,0.03,0.03,0.97,English,0
69403,0.03,0.03,0.97,English,0
70840,0.02,0.02,0.98,English,0
63479,0.02,0.02,0.98,English,0
63508,0.05,0.05,0.95,English,0
68679,0.02,0.02,0.98,English,0
70976,0.04,0.04,0.96,English,0
